,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0.001459,0.00148,0.001248,0.001271,0.001119,0.001028,0.0009491,0.0009048,0.0007927,0.0006978,0.0005893,0.0004984,0.0004303,0.0003622,0.0003071,0.000263,0.0002193,0.0001854,0.0001588,0.0001315,0.0001122,9.437e-05,7.875e-05,6.612e-05,5.425e-05,4.494e-05,3.598e-05,2.972e-05,2.389e-05,1.916e-05,1.513e-05,1.237e-05,9.911e-06,7.276e-06,5.877e-06,4.763e-06,3.567e-06,2.412e-06,1.581e-06,1.49e-06,9.83e-07,6.891e-07,5.371e-07,3.547e-07,2.736e-07,1.317e-07,1.419e-07,2.027e-08,2.027e-08
1,0.001458,0.001469,0.001242,0.001264,0.001105,0.001026,0.0009478,0.0008998,0.0007913,0.0006909,0.0005897,0.0004958,0.000429,0.0003592,0.0003065,0.0002581,0.0002198,0.0001903,0.0001558,0.0001323,0.0001161,9.339e-05,7.882e-05,6.447e-05,5.279e-05,4.457e-05,3.749e-05,3.038e-05,2.391e-05,1.97e-05,1.627e-05,1.244e-05,9.566e-06,7.813e-06,5.867e-06,4.651e-06,3.304e-06,2.604e-06,1.652e-06,1.378e-06,1.023e-06,7.904e-07,4.56e-07,3.749e-07,3.04e-07,1.013e-07,8.107e-08,1.013e-07,2.027e-08
2,0.001448,0.001465,0.001236,0.001259,0.001105,0.001021,0.0009457,0.0008993,0.0007929,0.0006905,0.0005867,0.0004975,0.0004241,0.000362,0.0003088,0.0002611,0.0002186,0.0001878,0.0001579,0.0001362,0.000112,9.44e-05,7.924e-05,6.571e-05,5.332e-05,4.513e-05,3.581e-05,3.024e-05,2.362e-05,1.931e-05,1.532e-05,1.264e-05,9.779e-06,8.38e-06,5.614e-06,4.104e-06,3.435e-06,2.138e-06,2.047e-06,1.317e-06,9.83e-07,8.005e-07,4.256e-07,3.344e-07,2.533e-07,1.115e-07,6.08e-08,7.093e-08,4.053e-08
3,0.001474,0.001497,0.001254,0.001278,0.001114,0.001034,0.0009578,0.0009044,0.0007912,0.0006946,0.000591,0.0005,0.0004255,0.0003619,0.0003057,0.0002613,0.0002213,0.0001898,0.0001592,0.0001353,0.0001141,9.358e-05,7.833e-05,6.598e-05,5.453e-05,4.506e-05,3.615e-05,3.025e-05,2.475e-05,1.997e-05,1.606e-05,1.22e-05,9.951e-06,7.367e-06,5.705e-06,4.672e-06,3.385e-06,2.756e-06,1.996e-06,1.267e-06,9.83e-07,6.789e-07,4.357e-07,3.851e-07,1.925e-07,7.093e-08,8.107e-08,8.107e-08,6.08e-08
4,0.001469,0.001489,0.001253,0.001272,0.001119,0.001038,0.0009534,0.0009101,0.0008001,0.0006938,0.0005919,0.0004965,0.0004265,0.0003596,0.0003111,0.0002645,0.0002185,0.0001865,0.0001566,0.0001331,0.000115,9.393e-05,7.84e-05,6.674e-05,5.39e-05,4.393e-05,3.589e-05,2.979e-05,2.475e-05,1.901e-05,1.602e-05,1.247e-05,9.222e-06,7.337e-06,5.624e-06,4.347e-06,3.577e-06,2.584e-06,1.824e-06,1.348e-06,9.931e-07,7.397e-07,4.56e-07,3.851e-07,2.533e-07,1.419e-07,2.027e-07,1.115e-07,6.08e-08
5,0.001485,0.0015,0.001259,0.001284,0.001126,0.001038,0.0009604,0.0009076,0.0007969,0.0006975,0.0005919,0.0005011,0.0004298,0.0003645,0.0003107,0.0002602,0.0002215,0.00019,0.0001569,0.0001337,0.0001121,9.256e-05,7.876e-05,6.742e-05,5.497e-05,4.474e-05,3.599e-05,2.916e-05,2.389e-05,1.878e-05,1.535e-05,1.22e-05,9.455e-06,7.499e-06,6.09e-06,4.155e-06,3.577e-06,2.452e-06,2.047e-06,1.479e-06,1.064e-06,6.384e-07,4.661e-07,2.939e-07,2.533e-07,1.824e-07,1.115e-07,5.067e-08,0.0
6,0.001469,0.001488,0.001255,0.00128,0.001112,0.001036,0.0009533,0.0009104,0.0007995,0.0006881,0.000593,0.0004917,0.0004241,0.0003588,0.0003105,0.0002644,0.0002219,0.0001888,0.0001597,0.0001338,0.0001121,9.326e-05,7.855e-05,6.582e-05,5.47e-05,4.484e-05,3.622e-05,3.028e-05,2.392e-05,1.926e-05,1.561e-05,1.232e-05,9.748e-06,7.499e-06,5.867e-06,4.55e-06,3.172e-06,2.594e-06,1.794e-06,1.53e-06,1.115e-06,6.992e-07,3.648e-07,3.243e-07,2.027e-07,1.621e-07,1.013e-07,6.08e-08,6.08e-08
7,0.001461,0.001477,0.001246,0.001269,0.001115,0.001025,0.0009517,0.0009035,0.0007984,0.0006912,0.0005926,0.0004962,0.0004265,0.0003591,0.0003076,0.0002619,0.0002217,0.0001906,0.0001566,0.000134,0.0001139,9.272e-05,7.717e-05,6.537e-05,5.423e-05,4.524e-05,3.63e-05,2.86e-05,2.479e-05,1.917e-05,1.491e-05,1.185e-05,8.958e-06,7.164e-06,5.644e-06,4.428e-06,3.385e-06,2.594e-06,1.824e-06,1.378e-06,8.816e-07,7.499e-07,5.573e-07,2.837e-07,2.331e-07,1.115e-07,9.12e-08,6.08e-08,4.053e-08
8,0.001428,0.001453,0.001225,0.001246,0.001097,0.001021,0.0009404,0.000893,0.0007846,0.000688,0.0005848,0.0004885,0.0004268,0.0003584,0.0003069,0.000259,0.0002169,0.0001881,0.0001572,0.0001332,0.0001113,9.357e-05,7.727e-05,6.406e-05,5.353e-05,4.46e-05,3.614e-05,2.837e-05,2.37e-05,1.963e-05,1.517e-05,1.205e-05,9.657e-06,7.367e-06,6.415e-06,4.965e-06,3.172e-06,2.574e-06,1.814e-06,1.013e-06,1.196e-06,7.296e-07,5.168e-07,3.851e-07,2.331e-07,1.419e-07,7.093e-08,7.093e-08,5.067e-08
9,0.001473,0.001497,0.001254,0.001273,0.001116,0.001029,0.0009579,0.0009097,0.000797,0.000696,0.0005911,0.0004976,0.0004286,0.0003573,0.0003099,0.0002635,0.0002194,0.0001875,0.0001602,0.000134,0.0001139,9.353e-05,7.844e-05,6.546e-05,5.404e-05,4.565e-05,3.731e-05,2.949e-05,2.432e-05,1.896e-05,1.551e-05,1.232e-05,9.171e-06,7.195e-06,5.857e-06,4.256e-06,3.668e-06,2.787e-06,1.956e-06,1.479e-06,8.411e-07,6.485e-07,5.979e-07,3.547e-07,2.128e-07,1.52e-07,4.053e-08,4.053e-08,2.027e-08
10,0.001443,0.001462,0.001244,0.001258,0.001104,0.001023,0.0009445,0.0008982,0.0007901,0.0006901,0.0005878,0.0004967,0.000425,0.0003576,0.0003062,0.0002624,0.0002168,0.0001866,0.0001561,0.0001347,0.0001126,9.376e-05,7.773e-05,6.455e-05,5.373e-05,4.473e-05,3.663e-05,2.98e-05,2.487e-05,1.884e-05,1.575e-05,1.214e-05,9.282e-06,7.489e-06,5.807e-06,4.337e-06,3.557e-06,2.645e-06,1.662e-06,1.378e-06,8.512e-07,7.499e-07,4.661e-07,3.648e-07,2.229e-07,1.824e-07,9.12e-08,4.053e-08,2.027e-08
11,0.001422,0.001445,0.00122,0.001243,0.001087,0.00101,0.0009364,0.000893,0.0007865,0.0006849,0.0005812,0.0004883,0.0004201,0.0003553,0.0003085,0.0002574,0.0002193,0.0001892,0.000158,0.0001337,0.0001102,9.577e-05,7.698e-05,6.532e-05,5.533e-05,4.514e-05,3.544e-05,2.916e-05,2.429e-05,1.952e-05,1.524e-05,1.233e-05,9.576e-06,7.337e-06,6.131e-06,4.53e-06,3.405e-06,2.392e-06,1.723e-06,1.348e-06,8.715e-07,8.411e-07,4.155e-07,4.357e-07,2.229e-07,1.115e-07,6.08e-08,7.093e-08,3.04e-08
12,0.001455,0.001478,0.001246,0.001267,0.001109,0.001023,0.0009562,0.0009114,0.0007889,0.0006964,0.0005905,0.0004968,0.0004253,0.00036,0.0003095,0.0002623,0.0002196,0.0001912,0.0001599,0.0001338,0.0001143,9.47e-05,7.729e-05,6.525e-05,5.551e-05,4.469e-05,3.645e-05,2.958e-05,2.435e-05,1.909e-05,1.555e-05,1.19e-05,9.495e-06,7.843e-06,5.655e-06,4.449e-06,3.78e-06,2.483e-06,1.773e-06,1.155e-06,1.115e-06,7.296e-07,4.56e-07,3.445e-07,2.432e-07,1.621e-07,1.013e-07,6.08e-08,4.053e-08
13,0.001421,0.001443,0.001222,0.001242,0.001099,0.001016,0.0009363,0.0008909,0.0007856,0.0006828,0.0005816,0.0004932,0.0004169,0.0003568,0.0003085,0.0002597,0.0002179,0.0001883,0.0001569,0.0001335,0.0001134,9.221e-05,7.992e-05,6.353e-05,5.273e-05,4.394e-05,3.592e-05,2.932e-05,2.371e-05,1.938e-05,1.448e-05,1.193e-05,9.536e-06,7.286e-06,5.867e-06,4.337e-06,3.587e-06,2.655e-06,1.733e-06,1.388e-06,8.208e-07,5.979e-07,4.965e-07,3.547e-07,2.229e-07,1.723e-07,6.08e-08,4.053e-08,6.08e-08
14,0.001464,0.001478,0.001245,0.001267,0.001115,0.001035,0.0009558,0.0009061,0.0007971,0.0006986,0.0005919,0.000497,0.0004223,0.0003592,0.0003088,0.0002588,0.0002191,0.0001873,0.0001596,0.0001335,0.0001135,9.295e-05,7.788e-05,6.603e-05,5.466e-05,4.561e-05,3.711e-05,2.979e-05,2.368e-05,1.94e-05,1.545e-05,1.225e-05,9.363e-06,7.823e-06,5.432e-06,4.621e-06,3.395e-06,2.341e-06,1.905e-06,1.591e-06,9.424e-07,7.093e-07,6.587e-07,3.851e-07,1.115e-07,2.432e-07,7.093e-08,2.027e-08,5.067e-08
15,0.001491,0.001493,0.001262,0.001272,0.001127,0.001042,0.0009531,0.0009056,0.0007997,0.0007009,0.0005972,0.0004962,0.0004274,0.0003629,0.0003096,0.0002662,0.0002205,0.0001893,0.0001585,0.0001332,0.0001132,9.52e-05,7.837e-05,6.572e-05,5.387e-05,4.476e-05,3.628e-05,2.918e-05,2.435e-05,1.91e-05,1.575e-05,1.2e-05,9.11e-06,7.874e-06,5.796e-06,4.479e-06,3.06e-06,2.209e-06,1.419e-06,1.398e-06,8.918e-07,8.005e-07,5.979e-07,2.736e-07,2.331e-07,1.621e-07,8.107e-08,9.12e-08,6.08e-08
16,0.001401,0.001427,0.00121,0.001231,0.001082,0.001011,0.0009336,0.0008916,0.000778,0.0006804,0.0005796,0.0004909,0.0004203,0.0003557,0.0003044,0.0002596,0.0002185,0.0001851,0.0001545,0.0001354,0.0001146,9.303e-05,7.793e-05,6.465e-05,5.451e-05,4.407e-05,3.709e-05,3.05e-05,2.34e-05,1.968e-05,1.51e-05,1.223e-05,9.678e-06,7.043e-06,5.634e-06,4.58e-06,3.364e-06,2.412e-06,1.642e-06,1.368e-06,1.003e-06,8.208e-07,4.763e-07,4.763e-07,2.533e-07,1.621e-07,6.08e-08,1.013e-07,7.093e-08
17,0.001463,0.001479,0.001254,0.001264,0.001119,0.001031,0.0009538,0.0009125,0.000797,0.0006898,0.0005862,0.0004964,0.0004275,0.0003593,0.0003097,0.0002666,0.0002193,0.0001898,0.0001585,0.0001361,0.0001133,9.41e-05,7.828e-05,6.606e-05,5.384e-05,4.554e-05,3.579e-05,2.945e-05,2.405e-05,2.027e-05,1.515e-05,1.213e-05,9.556e-06,7.418e-06,5.796e-06,4.469e-06,3.385e-06,2.614e-06,1.794e-06,1.297e-06,1.054e-06,6.384e-07,4.56e-07,3.648e-07,2.533e-07,2.027e-07,1.824e-07,6.08e-08,7.093e-08
18,0.001473,0.001477,0.001258,0.001276,0.001121,0.001033,0.0009476,0.0009066,0.0007944,0.0006939,0.0005887,0.000495,0.0004282,0.0003592,0.0003088,0.0002618,0.000222,0.0001878,0.0001596,0.0001334,0.0001136,9.404e-05,7.871e-05,6.56e-05,5.365e-05,4.53e-05,3.725e-05,2.961e-05,2.457e-05,1.922e-05,1.545e-05,1.275e-05,9.921e-06,7.935e-06,5.999e-06,4.388e-06,3.283e-06,2.442e-06,1.469e-06,1.591e-06,9.627e-07,8.005e-07,6.08e-07,4.155e-07,3.243e-07,1.216e-07,1.419e-07,6.08e-08,5.067e-08
