  z   OmegaM  h
0.4009 0.3071 0.678
Mass_Bins    dn/dlnM ... 
Here follow 4 mass functions, one for each quartile of the parameter Xoff
1st quartile
bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48
1.326e+12,1.465e+12,1.612e+12,1.778e+12,1.964e+12,2.166e+12,2.39e+12,2.641e+12,2.919e+12,3.22e+12,3.553e+12,3.922e+12,4.326e+12,4.773e+12,5.267e+12,5.815e+12,6.415e+12,7.083e+12,7.813e+12,8.624e+12,9.52e+12,1.051e+13,1.159e+13,1.28e+13,1.412e+13,1.559e+13,1.722e+13,1.899e+13,2.094e+13,2.313e+13,2.553e+13,2.817e+13,3.11e+13,3.432e+13,3.789e+13,4.181e+13,4.611e+13,5.087e+13,5.619e+13,6.204e+13,6.842e+13,7.557e+13,8.338e+13,9.209e+13,1.015e+14,1.121e+14,1.238e+14,1.367e+14,1.508e+14
0.0001231,0.0001432,0.0001437,0.0001705,0.0001707,0.000189,0.0001961,0.0002234,0.0002409,0.0002653,0.0002752,0.0002751,0.0002809,0.0002752,0.0002761,0.0002735,0.0002645,0.0002635,0.0002543,0.0002501,0.0002474,0.0002344,0.0002272,0.0002189,0.0002101,0.0001991,0.0001906,0.0001786,0.0001645,0.0001515,0.00014,0.0001244,0.000112,9.87e-05,8.663e-05,7.516e-05,6.778e-05,5.895e-05,5.084e-05,4.476e-05,3.852e-05,3.338e-05,2.829e-05,2.435e-05,2.099e-05,1.772e-05,1.426e-05,1.195e-05,9.738e-06
0.0001298,0.0001505,0.0001474,0.000174,0.0001822,0.000193,0.0002047,0.0002267,0.0002441,0.0002729,0.0002798,0.0002785,0.0002825,0.0002794,0.0002776,0.0002758,0.000266,0.0002635,0.0002536,0.0002484,0.000246,0.0002334,0.0002245,0.0002192,0.000213,0.0001998,0.0001877,0.0001752,0.0001642,0.0001523,0.0001386,0.0001247,0.0001111,9.896e-05,8.561e-05,7.596e-05,6.722e-05,5.789e-05,5.109e-05,4.391e-05,3.902e-05,3.214e-05,2.833e-05,2.468e-05,2.11e-05,1.677e-05,1.519e-05,1.24e-05,9.789e-06
0.000125,0.0001518,0.0001476,0.0001762,0.0001811,0.0001923,0.0002058,0.000227,0.0002471,0.0002723,0.0002814,0.0002836,0.0002844,0.0002769,0.0002829,0.0002766,0.0002657,0.0002648,0.0002552,0.0002493,0.0002461,0.0002361,0.000228,0.0002181,0.0002108,0.000201,0.0001935,0.0001767,0.0001642,0.0001535,0.00014,0.0001246,0.0001113,9.726e-05,8.919e-05,7.66e-05,6.699e-05,5.816e-05,5.11e-05,4.425e-05,3.859e-05,3.328e-05,2.729e-05,2.321e-05,2.095e-05,1.74e-05,1.475e-05,1.211e-05,9.657e-06
0.0001258,0.0001471,0.0001471,0.0001702,0.0001763,0.0001901,0.0002029,0.0002248,0.0002448,0.000269,0.0002782,0.0002796,0.0002829,0.0002755,0.0002767,0.0002721,0.000262,0.0002601,0.0002564,0.0002506,0.0002447,0.0002342,0.0002274,0.0002235,0.0002117,0.000202,0.0001899,0.0001778,0.0001662,0.0001524,0.0001406,0.0001236,0.0001119,9.915e-05,8.797e-05,7.608e-05,6.853e-05,5.987e-05,5.082e-05,4.48e-05,3.859e-05,3.401e-05,2.776e-05,2.38e-05,2.061e-05,1.643e-05,1.466e-05,1.21e-05,9.678e-06
0.0001232,0.0001457,0.0001443,0.0001699,0.0001772,0.0001884,0.0001999,0.0002243,0.0002431,0.0002699,0.0002788,0.000279,0.0002803,0.000274,0.0002797,0.0002737,0.0002672,0.0002643,0.0002564,0.0002484,0.0002448,0.0002336,0.0002278,0.000219,0.0002108,0.0002032,0.0001899,0.0001781,0.0001652,0.0001547,0.0001388,0.0001267,0.000113,9.953e-05,8.703e-05,7.71e-05,6.586e-05,5.836e-05,5.206e-05,4.343e-05,3.783e-05,3.362e-05,2.797e-05,2.381e-05,2.078e-05,1.727e-05,1.371e-05,1.16e-05,9.982e-06
0.0001197,0.0001395,0.0001393,0.000164,0.0001696,0.0001826,0.0001969,0.0002177,0.0002384,0.0002614,0.000274,0.0002749,0.0002787,0.000276,0.0002732,0.0002733,0.000268,0.0002637,0.0002549,0.0002502,0.000244,0.0002378,0.0002254,0.0002212,0.0002109,0.000201,0.0001887,0.0001767,0.0001665,0.0001545,0.0001388,0.0001249,0.000113,0.0001001,8.696e-05,7.701e-05,6.634e-05,5.862e-05,5.077e-05,4.417e-05,3.718e-05,3.341e-05,2.726e-05,2.449e-05,2.009e-05,1.712e-05,1.437e-05,1.157e-05,9.617e-06
0.0001288,0.0001508,0.0001481,0.0001736,0.0001786,0.0001926,0.0002047,0.0002258,0.0002437,0.0002691,0.0002768,0.0002791,0.0002832,0.0002796,0.0002778,0.000272,0.0002663,0.0002645,0.0002546,0.0002496,0.0002431,0.0002334,0.000229,0.0002212,0.0002088,0.000202,0.0001891,0.0001775,0.0001646,0.00015,0.0001412,0.0001253,0.0001103,0.0001002,8.668e-05,7.642e-05,6.709e-05,5.83e-05,5.063e-05,4.493e-05,3.917e-05,3.375e-05,2.809e-05,2.402e-05,2.079e-05,1.642e-05,1.457e-05,1.254e-05,1.026e-05
0.0001212,0.0001431,0.0001414,0.0001673,0.0001751,0.0001841,0.0001968,0.0002187,0.0002423,0.000268,0.0002782,0.0002758,0.0002796,0.0002806,0.0002778,0.0002717,0.0002645,0.0002628,0.0002547,0.0002499,0.0002478,0.0002342,0.0002288,0.0002205,0.0002094,0.0002014,0.0001886,0.0001766,0.0001642,0.0001548,0.0001391,0.000124,0.0001109,9.947e-05,8.584e-05,7.827e-05,6.6e-05,5.841e-05,5.176e-05,4.338e-05,3.842e-05,3.299e-05,2.854e-05,2.294e-05,2.018e-05,1.722e-05,1.431e-05,1.203e-05,9.982e-06
0.0001175,0.0001372,0.0001395,0.0001622,0.0001686,0.000181,0.0001938,0.0002136,0.0002384,0.0002614,0.000271,0.0002707,0.0002802,0.0002779,0.0002778,0.0002708,0.0002658,0.0002617,0.0002528,0.0002514,0.0002481,0.0002362,0.0002274,0.0002198,0.0002085,0.0002025,0.0001898,0.0001775,0.0001621,0.0001549,0.00014,0.0001228,0.0001126,9.803e-05,8.716e-05,7.701e-05,6.709e-05,5.952e-05,5.299e-05,4.465e-05,3.762e-05,3.367e-05,2.711e-05,2.519e-05,2.083e-05,1.761e-05,1.453e-05,1.145e-05,9.698e-06
