  z   OmegaM  h
0.3436 0.3071 0.678
Mass_Bins    dn/dlnM ... 
Here follow 4 mass functions, one for each quartile of the parameter Xoff
1st quartile
bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48
1.326e+12,1.465e+12,1.613e+12,1.778e+12,1.964e+12,2.166e+12,2.39e+12,2.64e+12,2.918e+12,3.221e+12,3.554e+12,3.922e+12,4.323e+12,4.771e+12,5.266e+12,5.812e+12,6.417e+12,7.08e+12,7.814e+12,8.623e+12,9.52e+12,1.051e+13,1.159e+13,1.28e+13,1.413e+13,1.56e+13,1.721e+13,1.899e+13,2.095e+13,2.313e+13,2.553e+13,2.817e+13,3.109e+13,3.433e+13,3.789e+13,4.18e+13,4.616e+13,5.09e+13,5.62e+13,6.198e+13,6.843e+13,7.553e+13,8.33e+13,9.203e+13,1.016e+14,1.121e+14,1.238e+14,1.366e+14,1.505e+14
0.0001165,0.0001385,0.0001368,0.0001613,0.0001677,0.0001833,0.0001916,0.0002134,0.0002306,0.0002574,0.0002699,0.0002704,0.0002769,0.0002691,0.0002726,0.0002695,0.0002639,0.0002602,0.0002513,0.0002469,0.0002421,0.0002335,0.0002248,0.0002164,0.0002106,0.0002008,0.0001888,0.0001801,0.0001682,0.0001558,0.0001414,0.0001286,0.0001157,0.0001051,9.091e-05,7.918e-05,6.963e-05,6.236e-05,5.466e-05,4.741e-05,4.079e-05,3.502e-05,3.017e-05,2.624e-05,2.349e-05,1.932e-05,1.588e-05,1.306e-05,1.115e-05
0.0001239,0.0001461,0.0001427,0.0001711,0.0001751,0.0001869,0.0001999,0.000217,0.0002395,0.0002623,0.0002745,0.0002729,0.0002766,0.000275,0.0002706,0.0002735,0.000263,0.0002589,0.0002478,0.0002456,0.0002419,0.0002323,0.0002237,0.0002178,0.0002099,0.0002014,0.0001873,0.0001782,0.0001648,0.0001572,0.0001409,0.0001282,0.0001148,0.000105,8.823e-05,7.913e-05,7.098e-05,6.205e-05,5.293e-05,4.748e-05,4.078e-05,3.503e-05,2.989e-05,2.608e-05,2.316e-05,1.874e-05,1.606e-05,1.38e-05,1.084e-05
0.0001233,0.0001466,0.0001437,0.0001705,0.0001768,0.0001871,0.0001988,0.0002202,0.0002366,0.000263,0.0002753,0.0002766,0.0002789,0.0002743,0.0002713,0.0002731,0.0002639,0.0002601,0.0002533,0.000247,0.0002443,0.0002342,0.000225,0.0002175,0.0002081,0.0002029,0.0001913,0.0001813,0.0001683,0.0001546,0.000144,0.0001286,0.000113,0.0001027,9.057e-05,8.228e-05,7.017e-05,6.13e-05,5.393e-05,4.755e-05,4.111e-05,3.431e-05,3.045e-05,2.568e-05,2.148e-05,1.957e-05,1.606e-05,1.322e-05,1.073e-05
0.0001206,0.0001426,0.0001428,0.0001668,0.0001721,0.0001851,0.0001974,0.000218,0.0002335,0.0002624,0.000272,0.0002725,0.0002758,0.0002704,0.0002726,0.0002684,0.000259,0.00026,0.0002494,0.0002467,0.0002412,0.0002307,0.0002266,0.0002204,0.0002124,0.0002012,0.0001904,0.0001798,0.0001678,0.000156,0.0001422,0.0001269,0.0001145,0.0001029,9.189e-05,8.071e-05,7.099e-05,6.378e-05,5.343e-05,4.719e-05,4.22e-05,3.609e-05,3.052e-05,2.566e-05,2.191e-05,1.913e-05,1.63e-05,1.351e-05,1.061e-05
0.0001206,0.0001407,0.0001407,0.0001634,0.000171,0.000182,0.0001953,0.0002129,0.0002353,0.0002609,0.0002744,0.0002744,0.0002762,0.0002719,0.0002699,0.0002704,0.0002621,0.0002606,0.0002516,0.0002466,0.000241,0.0002298,0.0002258,0.0002194,0.00021,0.000203,0.0001887,0.0001804,0.0001687,0.0001563,0.0001412,0.0001316,0.0001164,0.0001033,9.108e-05,8.197e-05,7.032e-05,6.152e-05,5.477e-05,4.698e-05,4.023e-05,3.447e-05,3.053e-05,2.666e-05,2.135e-05,1.928e-05,1.51e-05,1.312e-05,1.117e-05
0.0001149,0.0001349,0.0001352,0.0001582,0.0001648,0.0001794,0.0001892,0.0002087,0.0002275,0.0002554,0.0002642,0.0002682,0.0002726,0.0002712,0.0002714,0.0002689,0.0002613,0.0002625,0.0002513,0.0002485,0.0002433,0.0002332,0.0002247,0.0002177,0.0002106,0.0002012,0.0001892,0.0001791,0.0001683,0.0001572,0.0001423,0.0001294,0.0001153,0.000104,9.136e-05,7.966e-05,7.162e-05,6.25e-05,5.312e-05,4.719e-05,4.05e-05,3.561e-05,2.978e-05,2.632e-05,2.212e-05,1.914e-05,1.527e-05,1.322e-05,1.111e-05
0.0001239,0.0001451,0.0001428,0.0001668,0.0001743,0.0001872,0.0001979,0.0002195,0.0002349,0.0002605,0.0002744,0.0002744,0.000278,0.0002753,0.0002729,0.0002684,0.0002599,0.0002624,0.0002518,0.0002464,0.0002412,0.0002333,0.0002238,0.0002208,0.0002074,0.0002024,0.0001889,0.0001788,0.0001668,0.0001539,0.0001437,0.0001289,0.0001145,0.0001033,9.061e-05,7.897e-05,7.179e-05,6.158e-05,5.356e-05,4.713e-05,4.132e-05,3.614e-05,2.983e-05,2.629e-05,2.263e-05,1.828e-05,1.569e-05,1.361e-05,1.096e-05
0.0001175,0.0001379,0.0001367,0.0001637,0.0001672,0.0001832,0.0001911,0.0002108,0.000232,0.0002562,0.0002702,0.0002699,0.0002783,0.0002741,0.0002742,0.0002671,0.0002635,0.0002569,0.0002495,0.0002443,0.000242,0.0002346,0.0002257,0.0002194,0.0002118,0.0001994,0.0001891,0.0001777,0.0001679,0.0001576,0.0001424,0.0001296,0.0001142,0.0001038,8.975e-05,8.16e-05,7.079e-05,6.311e-05,5.331e-05,4.704e-05,4.088e-05,3.448e-05,3.048e-05,2.522e-05,2.169e-05,1.874e-05,1.574e-05,1.321e-05,1.147e-05
0.0001143,0.0001326,0.0001305,0.0001575,0.0001622,0.0001759,0.0001854,0.00021,0.0002266,0.0002526,0.0002657,0.0002668,0.0002717,0.0002722,0.0002743,0.0002671,0.0002623,0.0002608,0.0002489,0.0002468,0.0002424,0.0002346,0.0002255,0.0002194,0.0002078,0.0002022,0.0001884,0.0001811,0.0001645,0.0001544,0.0001438,0.0001278,0.0001155,0.0001032,9.117e-05,8.035e-05,7.094e-05,6.39e-05,5.472e-05,4.761e-05,4.171e-05,3.507e-05,3.009e-05,2.521e-05,2.305e-05,1.936e-05,1.592e-05,1.31e-05,1.071e-05
