  z   OmegaM  h
1.127 0.3071 0.678
Mass_Bins    dn/dlnM ... 
Here follow 4 mass functions, one for each quartile of the parameter Xoff
1st quartile
bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48
1.326e+12,1.463e+12,1.613e+12,1.778e+12,1.964e+12,2.166e+12,2.391e+12,2.641e+12,2.916e+12,3.218e+12,3.553e+12,3.921e+12,4.326e+12,4.771e+12,5.266e+12,5.813e+12,6.415e+12,7.079e+12,7.813e+12,8.616e+12,9.52e+12,1.051e+13,1.159e+13,1.279e+13,1.412e+13,1.558e+13,1.721e+13,1.898e+13,2.094e+13,2.311e+13,2.551e+13,2.816e+13,3.109e+13,3.43e+13,3.786e+13,4.179e+13,4.614e+13,5.095e+13,5.615e+13,6.198e+13,6.834e+13,7.55e+13,8.331e+13,9.195e+13,1.013e+14,1.12e+14,1.238e+14,1.364e+14,1.512e+14
0.0001704,0.0001991,0.0001908,0.0002228,0.0002285,0.0002424,0.0002672,0.0002992,0.0003129,0.0003201,0.0003161,0.0003065,0.0003042,0.0002967,0.000285,0.000274,0.0002584,0.0002495,0.0002323,0.0002233,0.0002111,0.0001944,0.000182,0.0001696,0.0001535,0.0001391,0.0001222,0.0001092,9.449e-05,8.291e-05,6.925e-05,5.976e-05,5.105e-05,4.296e-05,3.623e-05,2.966e-05,2.373e-05,2.127e-05,1.71e-05,1.384e-05,1.165e-05,8.918e-06,6.779e-06,5.614e-06,4.205e-06,3.314e-06,2.432e-06,1.925e-06,1.459e-06
0.0001783,0.000203,0.0001963,0.0002287,0.0002346,0.0002497,0.0002718,0.0003071,0.0003148,0.0003224,0.000318,0.0003103,0.0003035,0.0002959,0.0002856,0.0002694,0.0002594,0.0002483,0.0002346,0.0002203,0.0002115,0.0001971,0.0001825,0.0001684,0.000152,0.0001387,0.0001242,0.0001101,9.472e-05,8.179e-05,7.017e-05,5.955e-05,4.982e-05,4.351e-05,3.669e-05,3.038e-05,2.536e-05,2.088e-05,1.706e-05,1.332e-05,1.108e-05,8.887e-06,7.286e-06,5.533e-06,4.165e-06,3.476e-06,2.229e-06,1.702e-06,1.186e-06
0.0001794,0.0002054,0.000198,0.0002322,0.0002355,0.0002504,0.0002721,0.0003113,0.0003171,0.0003225,0.0003211,0.0003111,0.0003056,0.0002915,0.0002879,0.0002731,0.0002603,0.0002516,0.0002328,0.0002262,0.0002133,0.0001955,0.0001822,0.0001685,0.0001542,0.0001386,0.0001234,0.0001089,9.525e-05,8.303e-05,7.047e-05,6.049e-05,4.981e-05,4.279e-05,3.613e-05,3.054e-05,2.452e-05,2.018e-05,1.681e-05,1.337e-05,1.134e-05,9.14e-06,7.175e-06,5.411e-06,4.104e-06,3.243e-06,2.321e-06,1.723e-06,1.5e-06
0.0001734,0.0002008,0.0001957,0.0002268,0.000233,0.0002488,0.0002688,0.0003012,0.0003135,0.0003242,0.0003172,0.0003074,0.0003026,0.0002911,0.000284,0.0002738,0.0002584,0.0002529,0.000237,0.0002227,0.000214,0.0001962,0.0001833,0.0001683,0.0001541,0.000139,0.0001219,0.0001077,9.626e-05,8.326e-05,7.111e-05,6.012e-05,5.189e-05,4.342e-05,3.541e-05,2.935e-05,2.384e-05,2.079e-05,1.645e-05,1.351e-05,1.13e-05,8.948e-06,6.82e-06,5.533e-06,4.195e-06,3.304e-06,2.503e-06,1.844e-06,1.206e-06
0.0001728,0.0002002,0.0001911,0.0002254,0.0002322,0.0002448,0.000266,0.0003028,0.0003149,0.0003191,0.000317,0.0003075,0.0003035,0.0002923,0.0002876,0.0002741,0.0002607,0.0002499,0.0002354,0.0002219,0.0002121,0.0001972,0.000182,0.0001706,0.0001535,0.0001396,0.000125,0.00011,9.556e-05,8.225e-05,7.114e-05,6.045e-05,4.94e-05,4.153e-05,3.479e-05,2.905e-05,2.434e-05,2.009e-05,1.698e-05,1.338e-05,1.099e-05,8.867e-06,6.81e-06,5.604e-06,4.357e-06,3.608e-06,2.544e-06,1.621e-06,1.277e-06
0.0001666,0.0001932,0.000185,0.000221,0.0002242,0.0002411,0.0002581,0.0002966,0.0003089,0.0003163,0.0003153,0.0003073,0.0003009,0.0002931,0.0002875,0.0002727,0.0002578,0.0002519,0.0002344,0.0002217,0.0002146,0.0001973,0.0001823,0.0001674,0.0001521,0.0001396,0.0001244,0.0001094,9.413e-05,8.192e-05,7.152e-05,5.991e-05,5.035e-05,4.242e-05,3.572e-05,3.042e-05,2.381e-05,1.985e-05,1.685e-05,1.391e-05,1.098e-05,8.755e-06,5.969e-06,5.34e-06,4.104e-06,3.233e-06,2.199e-06,1.956e-06,1.398e-06
0.000174,0.000203,0.0001955,0.0002317,0.0002331,0.0002484,0.0002684,0.0003036,0.0003156,0.0003203,0.0003198,0.0003108,0.0003042,0.000295,0.0002878,0.0002757,0.0002575,0.0002493,0.0002373,0.0002228,0.0002107,0.0001951,0.0001824,0.0001676,0.0001533,0.0001378,0.0001225,0.0001073,9.652e-05,8.148e-05,7.051e-05,6.124e-05,5.138e-05,4.339e-05,3.573e-05,3.021e-05,2.446e-05,2.056e-05,1.709e-05,1.409e-05,1.13e-05,8.918e-06,7.195e-06,5.411e-06,3.942e-06,3.192e-06,2.29e-06,1.702e-06,1.196e-06
0.0001716,0.0001956,0.0001906,0.0002252,0.0002261,0.0002428,0.0002643,0.0003003,0.0003129,0.0003157,0.0003154,0.0003094,0.0003034,0.0002952,0.0002808,0.0002718,0.0002584,0.0002508,0.0002328,0.0002238,0.0002131,0.0001958,0.0001819,0.0001688,0.0001549,0.0001392,0.0001213,0.0001097,9.3e-05,8.255e-05,7.049e-05,6.009e-05,5.059e-05,4.374e-05,3.451e-05,3.107e-05,2.475e-05,1.986e-05,1.749e-05,1.309e-05,1.11e-05,8.816e-06,7.185e-06,5.573e-06,4.023e-06,3.344e-06,2.27e-06,1.702e-06,1.175e-06
0.0001648,0.0001922,0.0001849,0.0002168,0.0002244,0.0002372,0.0002612,0.0002972,0.00031,0.0003138,0.0003133,0.0003031,0.0003025,0.000289,0.0002845,0.0002707,0.0002605,0.0002509,0.000233,0.0002248,0.0002096,0.0001951,0.0001815,0.000169,0.0001528,0.0001375,0.0001233,0.0001091,9.592e-05,8.195e-05,7.205e-05,6.067e-05,5.095e-05,4.346e-05,3.584e-05,3.075e-05,2.441e-05,2.02e-05,1.609e-05,1.397e-05,1.083e-05,9.009e-06,6.789e-06,5.401e-06,4.388e-06,2.949e-06,2.452e-06,1.875e-06,1.226e-06
