  z   OmegaM  h
0.3167 0.3071 0.678
Mass_Bins    dn/dlnM ... 
Here follow 4 mass functions, one for each quartile of the parameter Xoff
1st quartile
bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48
1.326e+12,1.464e+12,1.613e+12,1.778e+12,1.964e+12,2.167e+12,2.389e+12,2.64e+12,2.919e+12,3.222e+12,3.554e+12,3.921e+12,4.325e+12,4.772e+12,5.266e+12,5.812e+12,6.416e+12,7.078e+12,7.815e+12,8.624e+12,9.521e+12,1.051e+13,1.159e+13,1.279e+13,1.413e+13,1.56e+13,1.721e+13,1.899e+13,2.096e+13,2.314e+13,2.553e+13,2.817e+13,3.109e+13,3.433e+13,3.788e+13,4.18e+13,4.614e+13,5.088e+13,5.619e+13,6.196e+13,6.844e+13,7.555e+13,8.338e+13,9.2e+13,1.015e+14,1.121e+14,1.237e+14,1.363e+14,1.506e+14
0.0001156,0.0001362,0.000135,0.0001614,0.0001666,0.0001787,0.0001894,0.000213,0.0002244,0.0002508,0.0002658,0.0002674,0.0002733,0.0002691,0.0002689,0.0002672,0.0002633,0.0002576,0.0002502,0.0002442,0.0002416,0.0002322,0.0002247,0.0002182,0.0002084,0.0002003,0.0001887,0.0001794,0.000169,0.0001566,0.0001422,0.000131,0.0001167,0.0001063,9.153e-05,8.178e-05,7.115e-05,6.374e-05,5.539e-05,4.941e-05,4.165e-05,3.656e-05,3.087e-05,2.772e-05,2.395e-05,2.068e-05,1.664e-05,1.372e-05,1.151e-05
0.0001225,0.0001448,0.0001393,0.0001686,0.0001734,0.000186,0.0001982,0.0002162,0.0002311,0.0002592,0.0002716,0.0002712,0.0002747,0.0002723,0.000269,0.0002692,0.000264,0.0002564,0.0002475,0.0002427,0.00024,0.0002289,0.0002223,0.0002191,0.0002104,0.0001996,0.000188,0.0001789,0.0001656,0.000158,0.000142,0.0001298,0.0001171,0.0001062,9.057e-05,8.032e-05,7.223e-05,6.408e-05,5.468e-05,4.811e-05,4.167e-05,3.671e-05,3.009e-05,2.691e-05,2.356e-05,2.028e-05,1.661e-05,1.468e-05,1.159e-05
0.0001225,0.0001434,0.0001426,0.0001699,0.0001757,0.0001854,0.0001975,0.0002166,0.0002307,0.0002603,0.0002717,0.0002718,0.0002781,0.0002702,0.0002701,0.0002698,0.000259,0.0002618,0.0002494,0.0002469,0.0002414,0.0002342,0.0002256,0.0002161,0.0002094,0.0002016,0.0001912,0.0001806,0.0001699,0.0001553,0.0001435,0.00013,0.0001153,0.0001044,9.254e-05,8.524e-05,7.103e-05,6.429e-05,5.487e-05,4.896e-05,4.254e-05,3.58e-05,3.123e-05,2.691e-05,2.269e-05,1.995e-05,1.644e-05,1.413e-05,1.158e-05
0.0001187,0.0001391,0.0001397,0.0001659,0.0001705,0.0001835,0.0001943,0.0002156,0.0002302,0.0002587,0.0002679,0.0002709,0.0002752,0.0002685,0.0002683,0.0002661,0.0002615,0.0002558,0.0002497,0.0002441,0.0002415,0.0002287,0.0002251,0.0002179,0.0002127,0.0001997,0.0001909,0.000182,0.0001678,0.0001567,0.0001429,0.0001293,0.0001164,0.0001044,9.443e-05,8.268e-05,7.317e-05,6.357e-05,5.532e-05,4.792e-05,4.34e-05,3.646e-05,3.2e-05,2.65e-05,2.329e-05,1.966e-05,1.6e-05,1.408e-05,1.191e-05
0.0001166,0.00014,0.0001389,0.0001627,0.0001703,0.0001785,0.0001922,0.0002116,0.0002286,0.0002552,0.0002715,0.0002703,0.0002733,0.0002723,0.0002703,0.0002683,0.0002596,0.0002588,0.0002504,0.0002446,0.0002388,0.0002313,0.0002247,0.0002194,0.0002093,0.0002029,0.0001898,0.0001805,0.0001688,0.0001563,0.000144,0.0001333,0.0001184,0.0001041,9.184e-05,8.429e-05,7.169e-05,6.273e-05,5.635e-05,4.846e-05,4.133e-05,3.548e-05,3.033e-05,2.73e-05,2.305e-05,1.972e-05,1.585e-05,1.39e-05,1.16e-05
0.0001127,0.000133,0.0001309,0.0001553,0.0001631,0.0001763,0.0001885,0.0002057,0.0002228,0.0002533,0.0002631,0.0002655,0.0002711,0.0002722,0.0002679,0.0002663,0.0002579,0.0002605,0.0002499,0.000246,0.0002427,0.0002309,0.0002258,0.0002175,0.000209,0.0002013,0.0001884,0.0001808,0.000168,0.0001588,0.0001428,0.000131,0.000117,0.000105,9.369e-05,8.187e-05,7.276e-05,6.389e-05,5.472e-05,4.888e-05,4.163e-05,3.632e-05,3.06e-05,2.73e-05,2.409e-05,1.888e-05,1.623e-05,1.407e-05,1.108e-05
0.0001212,0.0001426,0.0001398,0.0001663,0.0001722,0.0001836,0.0001962,0.0002162,0.0002285,0.0002575,0.0002715,0.0002706,0.0002755,0.000274,0.0002693,0.0002672,0.0002573,0.0002583,0.000251,0.0002468,0.0002409,0.0002304,0.0002236,0.0002162,0.0002092,0.0002022,0.0001896,0.0001785,0.0001696,0.0001549,0.0001441,0.0001316,0.0001161,0.0001047,9.312e-05,8.109e-05,7.312e-05,6.4e-05,5.467e-05,4.888e-05,4.258e-05,3.727e-05,3.13e-05,2.73e-05,2.287e-05,1.937e-05,1.652e-05,1.465e-05,1.13e-05
0.0001161,0.000137,0.0001353,0.0001582,0.0001678,0.0001799,0.0001895,0.000207,0.0002253,0.0002537,0.0002659,0.0002677,0.0002765,0.0002717,0.0002729,0.000264,0.0002626,0.0002576,0.000247,0.0002435,0.0002394,0.0002335,0.0002244,0.0002185,0.0002114,0.0001998,0.0001892,0.0001788,0.0001678,0.0001588,0.0001442,0.000131,0.0001177,0.0001039,9.19e-05,8.189e-05,7.296e-05,6.372e-05,5.434e-05,4.854e-05,4.123e-05,3.602e-05,3.157e-05,2.59e-05,2.264e-05,1.987e-05,1.635e-05,1.42e-05,1.172e-05
0.0001117,0.0001302,0.0001303,0.000155,0.0001621,0.0001748,0.0001861,0.000206,0.0002221,0.0002462,0.0002639,0.0002625,0.0002691,0.0002705,0.0002719,0.0002668,0.0002598,0.0002585,0.0002494,0.0002433,0.0002406,0.0002321,0.0002244,0.0002183,0.0002088,0.0002,0.00019,0.00018,0.0001659,0.0001558,0.0001443,0.0001295,0.0001171,0.0001055,9.236e-05,8.229e-05,7.286e-05,6.403e-05,5.649e-05,4.89e-05,4.317e-05,3.612e-05,3.106e-05,2.64e-05,2.346e-05,2.049e-05,1.677e-05,1.388e-05,1.111e-05
